CCSDS_OMM_VERS:COMMENT:CREATION_DATE:ORIGINATOR:OBJECT_NAME:OBJECT_ID:CENTER_NAME:REF_FRAME:TIME_SYSTEM:MEAN_ELEMENT_THEORY:EPOCH:MEAN_MOTION:ECCENTRICITY:INCLINATION:RA_OF_ASC_NODE:ARG_OF_PERICENTER:MEAN_ANOMALY:EPHEMERIS_TYPE:CLASSIFICATION_TYPE:NORAD_CAT_ID:ELEMENT_SET_NO:REV_AT_EPOCH:BSTAR:MEAN_MOTION_DOT:MEAN_MOTION_DDOT:SEMIMAJOR_AXIS:PERIOD:APOAPSIS:PERIAPSIS:OBJECT_TYPE:RCS_SIZE:COUNTRY_CODE:LAUNCH_DATE:SITE:DECAY_DATE:FILE:GP_ID:TLE_LINE0:TLE_LINE1:TLE_LINE2:masa_en_orbita:clase_objeto
3,0:GENERATED VIA SPACE-TRACK.ORG API:"2026-03-27T03:25:15":18 SPCS:THOR ABLESTAR DEB:1961-015E:EARTH:TEME:UTC:SGP4:"2026-03-26T22:57:43.190496":14,29483528:0,01047308:66,704:286,4835:62,5795:298,5909:0:U:120:999:33657:0,00031412395:7,67e-06:0,0:7171,595:100,736:868,568:718,351:DEBRIS:MEDIUM:US:1961-06-29:AFETR::5100202:317175973:0 THOR ABLESTAR DEB:1 00120U 61015E   26085.95674989  .00000767  00000-0  31412-3 0  9998:2 00120  66.7040 286.4835 0104731  62.5795 298.5909 14.29483528336576::Rocket Fragmentation Debris
3,0:GENERATED VIA SPACE-TRACK.ORG API:"2026-03-27T03:25:15":18 SPCS:THOR ABLESTAR DEB:1961-015F:EARTH:TEME:UTC:SGP4:"2026-03-26T10:57:17.514144":14,00217279:0,0086828:66,7459:247,1679:60,7834:300,1898:0:U:121:999:31478:7,508173e-05:3,6e-07:0,0:7271,18:102,841:956,179:829,911:DEBRIS:MEDIUM:US:1961-06-29:AFETR::5100202:317176474:0 THOR ABLESTAR DEB:1 00121U 61015F   26085.45645271  .00000036  00000-0  75082-4 0  9997:2 00121  66.7459 247.1679 0086828  60.7834 300.1898 14.00217279314784::Rocket Fragmentation Debris
3,0:GENERATED VIA SPACE-TRACK.ORG API:"2026-03-27T03:25:15":18 SPCS:THOR ABLESTAR DEB:1961-015G:EARTH:TEME:UTC:SGP4:"2026-03-26T22:25:29.162784":14,99644917:0,0045595:66,7408:63,4974:270,0699:89,521:0:U:122:999:38193:0,0010498129:0,00013141:0,0:6946,13:96,023:599,665:536,324:DEBRIS:MEDIUM:US:1961-06-29:AFETR::5100202:317175974:0 THOR ABLESTAR DEB:1 00122U 61015G   26085.93436531  .00013141  00000-0  10498-2 0  9997:2 00122  66.7408  63.4974 0045595 270.0699  89.5210 14.99644917381935::Rocket Fragmentation Debris
3,0:GENERATED VIA SPACE-TRACK.ORG API:"2026-03-27T03:25:15":18 SPCS:THOR ABLESTAR DEB:1961-015H:EARTH:TEME:UTC:SGP4:"2026-03-26T21:54:06.333984":14,41594052:0,01131054:66,6852:287,4119:326,7058:32,6964:0:U:123:999:36767:0,00019465959:5,89e-06:0,0:7131,374:99,889:833,898:672,579:DEBRIS:MEDIUM:US:1961-06-29:AFETR::5100202:317176475:0 THOR ABLESTAR DEB:1 00123U 61015H   26085.91257331  .00000589  00000-0  19466-3 0  9992:2 00123  66.6852 287.4119 0113105 326.7058  32.6964 14.41594052367679::
3,0:GENERATED VIA SPACE-TRACK.ORG API:"2026-03-27T03:25:15":18 SPCS:THOR ABLESTAR DEB:1961-015J:EARTH:TEME:UTC:SGP4:"2026-03-26T11:05:12.492960":14,3587799:0,00706288:66,5423:103,4691:195,7668:164,1234:0:U:124:999:34705:0,00031908861:8,65e-06:0,0:7150,287:100,287:822,654:721,65:DEBRIS:SMALL:US:1961-06-29:AFETR::5100202:317175975:0 THOR ABLESTAR DEB:1 00124U 61015J   26085.46195015  .00000865  00000-0  31909-3 0  9996:2 00124  66.5423 103.4691 0070629 195.7668 164.1234 14.35877990347058::Rocket Fragmentation Debris
3,0:GENERATED VIA SPACE-TRACK.ORG API:"2026-03-27T03:25:15":18 SPCS:THOR ABLESTAR DEB:1961-015K:EARTH:TEME:UTC:SGP4:"2026-03-26T14:05:06.578016":14,07651098:0,00669186:66,8743:136,0399:128,1837:232,5304:0:U:125:999:30563:0,00031263363:4,6e-06:0,0:7245,558:102,298:915,909:818,937:DEBRIS:SMALL:US:1961-06-29:AFETR::5100202:317176476:0 THOR ABLESTAR DEB:1 00125U 61015K   26085.58688169  .00000460  00000-0  31263-3 0  9991:2 00125  66.8743 136.0399 0066919 128.1837 232.5304 14.07651098305633::Rocket Fragmentation Debris
3,0:GENERATED VIA SPACE-TRACK.ORG API:"2026-03-27T03:25:15":18 SPCS:THOR ABLESTAR DEB:1961-015L:EARTH:TEME:UTC:SGP4:"2026-03-26T23:25:50.834784":14,44656544:0,00645758:66,71:313,9895:312,5066:47,0595:0:U:126:999:35272:0,00044829775:1,504e-05:0,0:7121,292:99,678:789,143:697,17:DEBRIS:MEDIUM:US:1961-06-29:AFETR::5100202:317175976:0 THOR ABLESTAR DEB:1 00126U 61015L   26085.97628281  .00001504  00000-0  44830-3 0  9998:2 00126  66.7100 313.9895 0064576 312.5066  47.0595 14.44656544352722::Rocket Fragmentation Debris
3,0:GENERATED VIA SPACE-TRACK.ORG API:"2026-03-27T03:25:15":18 SPCS:THOR ABLESTAR DEB:1961-015M:EARTH:TEME:UTC:SGP4:"2026-03-26T09:20:08.063808":14,48288437:0,00568422:66,8283:167,3827:67,1432:293,5665:0:U:127:999:35486:0,00040552638:1,456e-05:0,0:7109,381:99,428:771,657:690,835:DEBRIS:MEDIUM:US:1961-06-29:AFETR::5100202:317176477:0 THOR ABLESTAR DEB:1 00127U 61015M   26085.38898222  .00001456  00000-0  40553-3 0  9992:2 00127  66.8283 167.3827 0056842  67.1432 293.5665 14.48288437354868::Rocket Fragmentation Debris
3,0:GENERATED VIA SPACE-TRACK.ORG API:"2026-03-27T03:25:15":18 SPCS:THOR ABLESTAR DEB:1961-015N:EARTH:TEME:UTC:SGP4:"2026-03-26T22:16:24.119616":14,0201314:0,00922509:66,6769:25,6715:10,5948:349,705:0:U:128:999:30354:0,00013102619:1,28e-06:0,0:7264,969:102,709:953,854:819,814:DEBRIS:MEDIUM:US:1961-06-29:AFETR::5100202:317175977:0 THOR ABLESTAR DEB:1 00128U 61015N   26085.92805694  .00000128  00000-0  13103-3 0  9990:2 00128  66.6769  25.6715 0092251  10.5948 349.7050 14.02013140303544::Rocket Fragmentation Debris
3,0:GENERATED VIA SPACE-TRACK.ORG API:"2026-03-27T03:25:15":18 SPCS:THOR ABLESTAR DEB:1961-015Q:EARTH:TEME:UTC:SGP4:"2026-03-26T23:40:15.278016":13,99407289:0,00875998:66,7687:95,6189:342,9952:16,8199:0:U:130:999:29995:9,1489962e-05:5,9e-07:0,0:7273,985:102,901:959,57:832,13:DEBRIS:MEDIUM:US:1961-06-29:AFETR::5100202:317176478:0 THOR ABLESTAR DEB:1 00130U 61015Q   26085.98628794  .00000059  00000-0  91490-4 0  9992:2 00130  66.7687  95.6189 0087600 342.9952  16.8199 13.99407289299959::Rocket Fragmentation Debris
